Filename,GT_male_ducks,Pred_Male,GT_female_ducks,Pred_Female_duck,Total_GT,Total_pred
MapTR030302andoverlap_0_0_0_468_594.jpg,0,25,0,0,0,25
MapTR020302_1_0_0_468_594.jpg,0,6,0,1,0,7
2002eider3min_2_0_0_1024_1024.jpg,0,6,0,0,0,6
2002eider3min_2_1024_0_2048_1024.jpg,0,2,0,2,0,4
2002eider3min_2_1076_0_2100_1024.jpg,0,0,0,2,0,2
2002eider3min_2_0_1024_1024_2048.jpg,0,5,0,0,0,5
2002eider3min_2_1024_1024_2048_2048.jpg,0,0,0,1,0,1
2002eider3min_2_1076_1024_2100_2048.jpg,0,0,0,1,0,1
2002eider3min_2_0_1076_1024_2100.jpg,0,5,0,2,0,7
2002eider3min_2_1024_1076_2048_2100.jpg,0,0,0,2,0,2
2002eider3min_2_1076_1076_2100_2100.jpg,0,0,0,1,0,1
COEItran1kmdensity_3_0_0_816_1024.jpg,0,20,0,0,0,20
COEItran1kmdensity_3_0_32_816_1056.jpg,0,29,0,0,0,29
block map_4_0_0_653_627.jpg,0,0,0,4,0,4
MapTR010302_5_0_0_468_594.jpg,0,6,0,10,0,16
COEICompositegrid_6_0_0_816_1024.jpg,0,0,0,1,0,1
COEICompositegrid_6_0_32_816_1056.jpg,0,0,0,2,0,2
MapTR010302and020302overlap_7_0_0_468_594.jpg,0,0,0,3,0,3
IMG_8864_8_0_0_1024_1024.jpg,0,0,0,0,0,0
IMG_8864_8_1024_0_2048_1024.jpg,0,75,0,88,0,163
IMG_8864_8_2048_0_3072_1024.jpg,0,0,0,0,0,0
IMG_8864_8_0_1024_1024_2048.jpg,0,0,0,0,0,0
IMG_8864_8_1024_1024_2048_2048.jpg,0,67,0,97,0,164
IMG_8864_8_2048_1024_3072_2048.jpg,0,0,0,0,0,0
IMG_8863_9_0_0_1024_1024.jpg,0,0,0,0,0,0
IMG_8863_9_1024_0_2048_1024.jpg,0,0,0,0,0,0
IMG_8863_9_2048_0_3072_1024.jpg,0,0,0,0,0,0
IMG_8863_9_0_1024_1024_2048.jpg,0,0,0,0,0,0
IMG_8863_9_1024_1024_2048_2048.jpg,0,0,0,0,0,0
IMG_8863_9_2048_1024_3072_2048.jpg,0,0,0,2,0,2
IMG_8858_10_0_0_1024_1024.jpg,0,0,0,0,0,0
IMG_8858_10_1024_0_2048_1024.jpg,0,0,0,0,0,0
IMG_8858_10_2048_0_3072_1024.jpg,0,0,0,0,0,0
IMG_8858_10_0_1024_1024_2048.jpg,0,0,0,0,0,0
IMG_8858_10_1024_1024_2048_2048.jpg,0,0,0,0,0,0
IMG_8858_10_2048_1024_3072_2048.jpg,0,0,0,0,0,0
IMG_8856_11_0_0_1024_1024.jpg,0,0,0,0,0,0
IMG_8856_11_1024_0_2048_1024.jpg,0,0,0,0,0,0
IMG_8856_11_2048_0_3072_1024.jpg,0,0,0,0,0,0
IMG_8856_11_0_1024_1024_2048.jpg,0,0,0,0,0,0
IMG_8856_11_1024_1024_2048_2048.jpg,0,0,0,0,0,0
IMG_8856_11_2048_1024_3072_2048.jpg,0,0,0,0,0,0
IMG_8851_12_0_0_1024_1024.jpg,0,0,0,2,0,2
IMG_8851_12_1024_0_2048_1024.jpg,0,0,0,0,0,0
IMG_8851_12_2048_0_3072_1024.jpg,0,1,0,0,0,1
IMG_8851_12_0_1024_1024_2048.jpg,0,0,0,1,0,1
IMG_8851_12_1024_1024_2048_2048.jpg,0,1,0,0,0,1
IMG_8851_12_2048_1024_3072_2048.jpg,0,1,0,0,0,1
IMG_8840_13_0_0_1024_1024.jpg,0,0,0,0,0,0
IMG_8840_13_1024_0_2048_1024.jpg,0,0,0,0,0,0
IMG_8840_13_2048_0_3072_1024.jpg,0,0,0,4,0,4
IMG_8840_13_0_1024_1024_2048.jpg,0,0,0,0,0,0
IMG_8840_13_1024_1024_2048_2048.jpg,0,0,0,2,0,2
IMG_8840_13_2048_1024_3072_2048.jpg,0,0,0,0,0,0
IMG_8847_14_0_0_1024_1024.jpg,0,0,0,0,0,0
IMG_8847_14_1024_0_2048_1024.jpg,0,0,0,0,0,0
IMG_8847_14_2048_0_3072_1024.jpg,0,0,0,0,0,0
IMG_8847_14_0_1024_1024_2048.jpg,0,0,0,0,0,0
IMG_8847_14_1024_1024_2048_2048.jpg,0,0,0,0,0,0
IMG_8847_14_2048_1024_3072_2048.jpg,0,0,0,0,0,0
IMG_8849_15_0_0_1024_1024.jpg,0,0,0,0,0,0
IMG_8849_15_1024_0_2048_1024.jpg,0,0,0,0,0,0
IMG_8849_15_2048_0_3072_1024.jpg,0,0,0,0,0,0
IMG_8849_15_0_1024_1024_2048.jpg,0,0,0,0,0,0
IMG_8849_15_1024_1024_2048_2048.jpg,0,0,0,0,0,0
IMG_8849_15_2048_1024_3072_2048.jpg,0,0,0,0,0,0
IMG_8835_16_0_0_1024_1024.jpg,0,0,0,0,0,0
IMG_8835_16_1024_0_2048_1024.jpg,0,0,0,0,0,0
IMG_8835_16_2048_0_3072_1024.jpg,0,0,0,0,0,0
IMG_8835_16_0_1024_1024_2048.jpg,0,0,0,0,0,0
IMG_8835_16_1024_1024_2048_2048.jpg,0,1,0,0,0,1
IMG_8835_16_2048_1024_3072_2048.jpg,0,0,0,0,0,0
IMG_8832_17_0_0_1024_1024.jpg,0,0,0,0,0,0
IMG_8832_17_1024_0_2048_1024.jpg,0,0,0,0,0,0
IMG_8832_17_2048_0_3072_1024.jpg,0,0,0,0,0,0
IMG_8832_17_0_1024_1024_2048.jpg,0,0,0,0,0,0
IMG_8832_17_1024_1024_2048_2048.jpg,0,0,0,0,0,0
IMG_8832_17_2048_1024_3072_2048.jpg,0,0,0,0,0,0
IMG_8872_18_0_0_1024_1024.jpg,0,4,0,0,0,4
IMG_8872_18_1024_0_2048_1024.jpg,0,0,0,1,0,1
IMG_8872_18_2048_0_3072_1024.jpg,0,0,0,0,0,0
